albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season
0.34,0.32935222672064773,0.31,0.011180339887498954,2016-09-24,4,1474675200000,2016,9,Automne
0.34,0.3198507462686567,0.25,0.034166459266003604,2016-09-24,7,1474675200000,2016,9,Automne
0.42,0.2645555555555556,0.07,0.10761298971571953,2016-09-25,6,1474761600000,2016,9,Automne
0.34,0.1769981238273921,0.05,0.07512951779723094,2016-09-26,9,1474848000000,2016,9,Automne
0.5700000000000001,0.48818181818181816,0.35000000000000003,0.07438637868140455,2016-09-26,12,1474848000000,2016,9,Automne
0.92,0.5738125750901081,0.34,0.24098663077651794,2016-09-27,13,1474934400000,2016,9,Automne
0.86,0.7411683649837888,0.14,0.18165478480351063,2016-09-27,47,1474934400000,2016,9,Automne
0.86,0.664391345696624,0.12,0.24816661070068755,2016-09-28,30,1475020800000,2016,9,Automne
0.97,0.7713606057181601,0.12,0.2592786990614195,2016-09-28,52,1475020800000,2016,9,Automne
0.8200000000000001,0.6396401799100448,0.22,0.21517563885243943,2016-09-29,30,1475107200000,2016,9,Automne
0.28,0.24303669724770643,0.18,0.03316624790355373,2016-09-29,14,1475107200000,2016,9,Automne
0.38,0.27867021276595744,0.21,0.0694422221866657,2017-06-01,3,1496275200000,2017,6,Été
0.4,0.2640909090909091,0.17,0.115,2017-06-02,2,1496361600000,2017,6,Été
0.6900000000000001,0.5933608436497021,0.23,0.14939284528457916,2017-06-03,15,1496448000000,2017,6,Été
0.84,0.8166666666666668,0.79,0.020548046676562123,2017-06-05,3,1496620800000,2017,6,Été
0.73,0.6397377725397757,0.3,0.11222833208518175,2017-06-05,57,1496620800000,2017,6,Été
0.66,0.66,0.66,0.0,2017-06-06,1,1496707200000,2017,6,Été
0.71,0.6399705106316933,0.28,0.08139350308071322,2017-06-06,32,1496707200000,2017,6,Été
0.68,0.6131495405179617,0.44,0.07285244830736164,2017-06-08,19,1496880000000,2017,6,Été
0.61,0.4194478527607362,0.3,0.09460770203292429,2017-06-11,9,1497139200000,2017,6,Été
0.73,0.6747284533648171,0.58,0.052059620452251404,2017-06-11,7,1497139200000,2017,6,Été
0.79,0.4058672376873662,0.27,0.13444435074301928,2017-06-12,21,1497225600000,2017,6,Été
